Internship_ID,Title,Company,Location,Education_Level,Skills_Required,Sector,Duration_Months,Stipend_Range,Mode,Application_Deadline,Industry,Job_Description,Benefits,Number_of_Openings
532,Internship 532,Company 532,Hyderabad,M.Com,"Project Management, Data Analysis, HTML, AI, NLP",AI,1,7057-41563,Online,2025-08-09,Tech,"This internship requires skills in Finance, NLP, SQL, Marketing, Project Management and relevant experience.",Certificate,8
533,Internship 533,Company 533,Hyderabad,B.Tech,"ML, Project Management, HTML, JavaScript",AI,4,8682-36856,Hybrid,2025-04-15,Healthcare,"This internship requires skills in JavaScript, Excel, SQL and relevant experience.",Letter of Recommendation,1
534,Internship 534,Company 534,Kolkata,M.Tech,"CSS, SQL, Finance",Design,1,11412-26913,Hybrid,2025-05-09,Marketing,"This internship requires skills in Deep Learning, SQL, Java and relevant experience.",Networking,6
535,Internship 535,Company 535,Delhi,BBA,"ML, Deep Learning, Marketing, SEO, UI/UX",Education,6,12379-38897,Offline,2025-10-19,Finance,"This internship requires skills in Communication, Java, Deep Learning, UI/UX and relevant experience.",Certificate,5
536,Internship 536,Company 536,Hyderabad,M.Com,"Java, NLP, UI/UX, Accounting, Marketing",AI,4,17376-29227,Online,2025-10-12,Tech,"This internship requires skills in NLP, Excel, Communication, ML, Java and relevant experience.",Flexible Hours,3
537,Internship 537,Company 537,Chennai,BBA,"Project Management, Communication, HTML, JavaScript, CSS",AI,2,19377-35258,Online,2025-02-07,Education,"This internship requires skills in C++, Project Management, CSS, Communication and relevant experience.",Flexible Hours,5
538,Internship 538,Company 538,Chennai,M.Com,"SEO, Python",Operations,5,11487-25649,Hybrid,2025-05-03,Tech,"This internship requires skills in Java, UI/UX, Excel, Deep Learning and relevant experience.",Certificate,3
539,Internship 539,Company 539,Kolkata,B.Tech,"HTML, NLP, UI/UX, CSS, Communication",Healthcare,6,14794-24608,Hybrid,2025-02-22,Healthcare,"This internship requires skills in Data Analysis, Java and relevant experience.",Letter of Recommendation,8
540,Internship 540,Company 540,Bangalore,BBA,"Python, ML",Operations,3,11560-20791,Offline,2025-10-22,Education,"This internship requires skills in Accounting, ML, CSS, Communication, JavaScript and relevant experience.",Certificate,2
541,Internship 541,Company 541,Kolkata,BBA,"Accounting, HTML, Deep Learning, Java, NLP",Finance,3,9980-43874,Offline,2025-01-09,Healthcare,"This internship requires skills in SEO, Communication and relevant experience.",Flexible Hours,4
542,Internship 542,Company 542,Delhi,B.Tech,"Marketing, SEO",AI,4,14130-44472,Offline,2025-07-14,Finance,"This internship requires skills in CSS, HTML, Finance, Communication, Project Management and relevant experience.",Flexible Hours,3
543,Internship 543,Company 543,Hyderabad,PhD,"UI/UX, AI, Java",Healthcare,5,17273-28323,Online,2025-04-16,Tech,"This internship requires skills in Java, Python and relevant experience.",Stipend,3
544,Internship 544,Company 544,Mumbai,B.Com,"Marketing, HTML, JavaScript, Deep Learning",AI,1,7534-48271,Offline,2025-07-05,Finance,"This internship requires skills in Communication, Marketing, JavaScript, Finance, Deep Learning and relevant experience.",Letter of Recommendation,7
545,Internship 545,Company 545,Pune,M.Com,"CSS, Project Management, Accounting",Marketing,2,8978-22456,Hybrid,2025-06-16,Healthcare,"This internship requires skills in ML, Accounting, Python, JavaScript and relevant experience.",Networking,1
546,Internship 546,Company 546,Hyderabad,BBA,"Marketing, Python",Healthcare,4,11849-33098,Hybrid,2025-07-01,Finance,"This internship requires skills in Excel, Accounting, SQL, SEO and relevant experience.",Certificate,2
547,Internship 547,Company 547,Chennai,BBA,"UI/UX, SQL",Education,6,6429-38722,Offline,2025-06-28,Marketing,"This internship requires skills in AI, Deep Learning, NLP, ML and relevant experience.",Stipend,1
548,Internship 548,Company 548,Delhi,B.Tech,"Project Management, Finance, SEO",AI,2,9890-24205,Hybrid,2025-07-03,AI,"This internship requires skills in Excel, AI and relevant experience.",Networking,1
549,Internship 549,Company 549,Chennai,B.Tech,"Excel, SQL",E-commerce,3,11885-39226,Offline,2025-03-16,AI,"This internship requires skills in NLP, C++, JavaScript, UI/UX and relevant experience.",Letter of Recommendation,7
550,Internship 550,Company 550,Mumbai,MBA,"Java, Deep Learning, CSS, JavaScript, AI",Operations,3,9424-38174,Hybrid,2025-08-21,Education,"This internship requires skills in Accounting, Java and relevant experience.",Stipend,1
551,Internship 551,Company 551,Chennai,B.Com,"AI, SEO, C++, JavaScript",E-commerce,1,15855-28553,Offline,2025-07-04,Finance,"This internship requires skills in Accounting, SQL and relevant experience.",Certificate,4
552,Internship 552,Company 552,Chennai,M.Com,"ML, UI/UX, C++",Education,2,13914-38773,Online,2025-07-09,Tech,"This internship requires skills in AI, UI/UX, HTML, NLP and relevant experience.",Letter of Recommendation,5
553,Internship 553,Company 553,Mumbai,PhD,"Accounting, NLP",Design,3,7744-29608,Offline,2025-07-16,Tech,"This internship requires skills in AI, Finance, SEO and relevant experience.",Letter of Recommendation,5
554,Internship 554,Company 554,Kolkata,M.Tech,"Accounting, Marketing",Design,6,9035-41563,Hybrid,2025-10-23,Education,"This internship requires skills in Excel, Accounting, C++, UI/UX and relevant experience.",Certificate,8
555,Internship 555,Company 555,Bangalore,BBA,"Communication, Project Management",Technology,3,17860-44685,Hybrid,2025-03-17,Healthcare,"This internship requires skills in Excel, Finance and relevant experience.",Flexible Hours,4
556,Internship 556,Company 556,Chennai,B.Tech,"HTML, SEO, Accounting, Python",Finance,2,15817-34386,Online,2025-01-23,AI,"This internship requires skills in NLP, CSS and relevant experience.",Certificate,5
557,Internship 557,Company 557,Kolkata,BBA,"Deep Learning, HTML, UI/UX",Healthcare,4,7183-39726,Hybrid,2025-08-14,AI,"This internship requires skills in Accounting, HTML and relevant experience.",Flexible Hours,9
558,Internship 558,Company 558,Hyderabad,B.Tech,"UI/UX, Deep Learning, AI",Marketing,3,15122-43069,Online,2025-11-23,Finance,"This internship requires skills in Finance, ML, SQL, Accounting and relevant experience.",Certificate,1
559,Internship 559,Company 559,Bangalore,PhD,"AI, Data Analysis, Project Management, Accounting",E-commerce,1,8274-36650,Offline,2025-08-10,Education,"This internship requires skills in HTML, CSS, AI and relevant experience.",Networking,3
560,Internship 560,Company 560,Hyderabad,B.Com,"CSS, Communication, UI/UX, ML, AI",Technology,1,6272-38426,Online,2025-09-25,AI,"This internship requires skills in NLP, AI, CSS, JavaScript and relevant experience.",Certificate,6
561,Internship 561,Company 561,Hyderabad,M.Tech,"HTML, UI/UX, Java, Communication, Deep Learning",Healthcare,1,6568-48005,Offline,2025-03-12,Healthcare,"This internship requires skills in Finance, C++, HTML, Data Analysis, AI and relevant experience.",Certificate,3
562,Internship 562,Company 562,Kolkata,B.Com,"Project Management, UI/UX, SQL, AI, SEO",Technology,4,17752-24541,Online,2025-07-13,Marketing,"This internship requires skills in SEO, Project Management, Marketing and relevant experience.",Stipend,10
563,Internship 563,Company 563,Delhi,MBA,"SEO, ML, SQL",E-commerce,1,17837-27320,Offline,2025-01-19,Marketing,"This internship requires skills in NLP, JavaScript, Data Analysis and relevant experience.",Flexible Hours,7
564,Internship 564,Company 564,Chennai,B.Tech,"HTML, SEO",Education,4,11387-37576,Hybrid,2025-08-07,Finance,"This internship requires skills in CSS, NLP, Accounting, JavaScript, SEO and relevant experience.",Certificate,4
565,Internship 565,Company 565,Hyderabad,BBA,"Data Analysis, NLP, C++",E-commerce,3,11786-24027,Offline,2025-06-02,Healthcare,"This internship requires skills in HTML, Marketing, Deep Learning, Excel and relevant experience.",Flexible Hours,3
566,Internship 566,Company 566,Bangalore,B.Tech,"ML, Accounting, Python",Finance,5,16555-30268,Hybrid,2025-05-14,Healthcare,"This internship requires skills in JavaScript, NLP, Communication and relevant experience.",Certificate,2
567,Internship 567,Company 567,Mumbai,B.Tech,"C++, Communication",AI,1,15011-49051,Online,2025-04-23,AI,"This internship requires skills in SQL, NLP, Accounting, HTML and relevant experience.",Stipend,9
568,Internship 568,Company 568,Kolkata,PhD,"NLP, SEO, Data Analysis",Design,1,15705-40178,Hybrid,2025-10-08,AI,"This internship requires skills in JavaScript, Python and relevant experience.",Networking,9
569,Internship 569,Company 569,Mumbai,M.Tech,"Data Analysis, Communication, NLP, Finance",Healthcare,5,11343-48117,Hybrid,2025-01-08,Education,"This internship requires skills in Java, Excel, Python and relevant experience.",Stipend,4
570,Internship 570,Company 570,Bangalore,B.Tech,"AI, Python",Design,2,8142-45233,Online,2025-05-07,AI,"This internship requires skills in Marketing, UI/UX, AI, Data Analysis and relevant experience.",Networking,8
571,Internship 571,Company 571,Kolkata,M.Com,"Java, ML, Marketing, Python",Healthcare,4,15518-39127,Online,2025-12-06,Marketing,"This internship requires skills in Excel, Communication and relevant experience.",Certificate,9
572,Internship 572,Company 572,Bangalore,B.Tech,"UI/UX, SEO, AI, ML, Deep Learning",Operations,4,16802-38295,Online,2025-08-14,AI,"This internship requires skills in Accounting, Excel, NLP, SQL and relevant experience.",Stipend,2
573,Internship 573,Company 573,Bangalore,BBA,"SQL, Data Analysis, SEO, Excel, Finance",Research,1,18100-44913,Offline,2025-08-12,AI,"This internship requires skills in Project Management, AI, NLP, Marketing and relevant experience.",Networking,1
574,Internship 574,Company 574,Hyderabad,BBA,"Java, C++, UI/UX",Education,5,18554-29350,Online,2025-06-03,Tech,"This internship requires skills in AI, JavaScript, Accounting and relevant experience.",Letter of Recommendation,7
575,Internship 575,Company 575,Pune,M.Tech,"JavaScript, HTML, Deep Learning, AI, ML",Healthcare,3,17587-22785,Offline,2025-06-13,Finance,"This internship requires skills in Project Management, Finance, Excel, C++, HTML and relevant experience.",Networking,10
576,Internship 576,Company 576,Pune,BBA,"SEO, Communication, ML, Excel",Education,1,16710-40276,Online,2025-06-25,Finance,"This internship requires skills in AI, ML, Project Management, Deep Learning and relevant experience.",Flexible Hours,1
577,Internship 577,Company 577,Kolkata,MBA,"Data Analysis, Marketing, Deep Learning",Marketing,6,17806-48434,Offline,2025-05-20,Finance,"This internship requires skills in Project Management, Marketing, C++ and relevant experience.",Stipend,2
578,Internship 578,Company 578,Bangalore,B.Tech,"C++, Project Management, SEO, UI/UX, Accounting",Research,3,11096-24468,Offline,2025-01-05,Tech,"This internship requires skills in CSS, Communication, Finance and relevant experience.",Certificate,9
579,Internship 579,Company 579,Chennai,BBA,"Finance, Deep Learning, Project Management, Python, SEO",E-commerce,2,14457-37279,Hybrid,2025-03-09,AI,"This internship requires skills in CSS, Accounting, Project Management, Marketing, ML and relevant experience.",Networking,3
580,Internship 580,Company 580,Hyderabad,MBA,"SQL, C++, Project Management",Education,6,10094-46640,Online,2025-03-01,Healthcare,"This internship requires skills in Project Management, Communication, C++ and relevant experience.",Certificate,9
581,Internship 581,Company 581,Pune,B.Com,"Data Analysis, Deep Learning, ML, HTML, UI/UX",Technology,2,8007-49425,Online,2025-08-19,Tech,"This internship requires skills in C++, Marketing, Excel and relevant experience.",Flexible Hours,7
582,Internship 582,Company 582,Mumbai,M.Tech,"Communication, CSS, SEO",Finance,5,7529-43841,Offline,2025-05-27,Finance,"This internship requires skills in Java, Marketing and relevant experience.",Networking,5
583,Internship 583,Company 583,Mumbai,MBA,"UI/UX, Java, AI",E-commerce,4,10810-21641,Hybrid,2025-04-09,Tech,"This internship requires skills in AI, Data Analysis, ML, SEO, JavaScript and relevant experience.",Networking,3
584,Internship 584,Company 584,Bangalore,MBA,"UI/UX, SQL, Accounting, Project Management",Healthcare,3,9458-48205,Online,2025-04-28,Healthcare,"This internship requires skills in SQL, Excel, AI and relevant experience.",Certificate,5
585,Internship 585,Company 585,Mumbai,B.Tech,"JavaScript, ML, Finance",Operations,4,12764-46124,Hybrid,2025-04-24,Education,"This internship requires skills in AI, NLP, SQL and relevant experience.",Stipend,6
586,Internship 586,Company 586,Bangalore,PhD,"CSS, Accounting",Finance,1,11191-47243,Offline,2025-03-13,AI,"This internship requires skills in Excel, UI/UX, JavaScript, Deep Learning and relevant experience.",Networking,10
587,Internship 587,Company 587,Mumbai,M.Com,"Data Analysis, Project Management, AI, NLP",Education,6,11384-42883,Hybrid,2025-08-20,Finance,"This internship requires skills in NLP, Accounting, JavaScript, SQL, Data Analysis and relevant experience.",Flexible Hours,2
588,Internship 588,Company 588,Pune,MBA,"SEO, Communication, Accounting",Healthcare,4,15184-29707,Online,2025-01-13,Education,"This internship requires skills in C++, SQL and relevant experience.",Flexible Hours,3
589,Internship 589,Company 589,Chennai,B.Com,"Java, NLP, Excel",Marketing,5,11830-31949,Online,2025-03-14,Finance,"This internship requires skills in Project Management, SEO, SQL, Python, Deep Learning and relevant experience.",Certificate,5
590,Internship 590,Company 590,Bangalore,B.Tech,"Accounting, SEO, Communication, ML",E-commerce,4,19810-36385,Offline,2025-05-22,Tech,"This internship requires skills in C++, UI/UX, SQL, Data Analysis, Project Management and relevant experience.",Stipend,1
591,Internship 591,Company 591,Kolkata,B.Tech,"Project Management, Deep Learning, CSS, C++",Finance,5,14013-20049,Online,2025-11-03,Healthcare,"This internship requires skills in C++, UI/UX and relevant experience.",Networking,6
592,Internship 592,Company 592,Delhi,B.Com,"NLP, Marketing, Project Management",E-commerce,2,16332-24415,Offline,2025-10-20,Healthcare,"This internship requires skills in Finance, Python, HTML, Deep Learning and relevant experience.",Letter of Recommendation,3
593,Internship 593,Company 593,Bangalore,BBA,"AI, Deep Learning, Project Management",Finance,4,11385-21153,Online,2025-02-01,Tech,"This internship requires skills in Project Management, Python, CSS, C++ and relevant experience.",Stipend,3
594,Internship 594,Company 594,Bangalore,MBA,"HTML, Python, SEO",E-commerce,2,12420-43486,Offline,2025-09-09,AI,"This internship requires skills in HTML, Marketing, Java, Deep Learning, C++ and relevant experience.",Flexible Hours,6
595,Internship 595,Company 595,Mumbai,BBA,"Finance, Communication, Deep Learning, AI, SQL",Operations,5,17521-45943,Hybrid,2025-05-16,Healthcare,"This internship requires skills in Accounting, Finance, Project Management, Deep Learning and relevant experience.",Letter of Recommendation,2
596,Internship 596,Company 596,Hyderabad,M.Tech,"Accounting, HTML, UI/UX, JavaScript, CSS",E-commerce,6,10196-22278,Online,2025-04-19,Education,"This internship requires skills in SEO, Excel, Project Management, ML, Java and relevant experience.",Flexible Hours,3
597,Internship 597,Company 597,Chennai,PhD,"Marketing, ML",AI,4,12329-29386,Hybrid,2025-11-19,AI,"This internship requires skills in AI, C++, Excel, NLP, CSS and relevant experience.",Letter of Recommendation,9
598,Internship 598,Company 598,Kolkata,M.Tech,"Deep Learning, Data Analysis",Healthcare,5,9572-22253,Offline,2025-03-15,Finance,"This internship requires skills in AI, Communication, Accounting, HTML, Python and relevant experience.",Letter of Recommendation,9
599,Internship 599,Company 599,Pune,BBA,"UI/UX, C++, CSS",Research,4,14569-32203,Online,2025-02-17,Tech,"This internship requires skills in SQL, NLP and relevant experience.",Certificate,2
600,Internship 600,Company 600,Chennai,BBA,"SQL, Accounting, Communication, Java",E-commerce,3,5472-46427,Online,2025-05-02,Marketing,"This internship requires skills in UI/UX, JavaScript and relevant experience.",Stipend,7
601,Internship 601,Company 601,Hyderabad,B.Tech,"AI, UI/UX",Education,1,16260-37481,Hybrid,2025-05-03,Marketing,"This internship requires skills in Data Analysis, C++, HTML, SEO and relevant experience.",Letter of Recommendation,1
602,Internship 602,Company 602,Bangalore,PhD,"Communication, Project Management, Accounting",E-commerce,6,19094-29739,Hybrid,2025-08-27,AI,"This internship requires skills in HTML, SEO, ML, JavaScript and relevant experience.",Letter of Recommendation,4
603,Internship 603,Company 603,Kolkata,B.Com,"ML, CSS, Excel, UI/UX, Python",Design,5,17832-47423,Hybrid,2025-02-15,Education,"This internship requires skills in Data Analysis, CSS, SQL and relevant experience.",Stipend,4
604,Internship 604,Company 604,Kolkata,PhD,"Accounting, Deep Learning",E-commerce,3,14984-41751,Hybrid,2025-07-10,Tech,"This internship requires skills in C++, Excel and relevant experience.",Networking,5
605,Internship 605,Company 605,Mumbai,B.Tech,"SQL, ML, Marketing, Finance, Java",Design,3,11399-33372,Offline,2025-09-25,Education,"This internship requires skills in C++, Communication, UI/UX, ML and relevant experience.",Certificate,10
606,Internship 606,Company 606,Bangalore,B.Com,"CSS, Communication, Finance, Excel, JavaScript",Research,6,5321-35898,Hybrid,2025-11-16,Education,"This internship requires skills in AI, NLP, SQL, Communication, CSS and relevant experience.",Stipend,10
607,Internship 607,Company 607,Chennai,MBA,"ML, Java",AI,3,17192-23533,Hybrid,2025-08-11,Tech,"This internship requires skills in AI, JavaScript, NLP, Finance and relevant experience.",Flexible Hours,8
608,Internship 608,Company 608,Bangalore,M.Com,"ML, Excel, Python, CSS",Marketing,2,11587-21817,Online,2025-08-18,AI,"This internship requires skills in Data Analysis, SQL, JavaScript, HTML and relevant experience.",Stipend,4
609,Internship 609,Company 609,Delhi,B.Tech,"C++, Finance, CSS, Data Analysis",E-commerce,5,12281-26965,Online,2025-08-25,Tech,"This internship requires skills in Project Management, C++, Marketing, ML, Data Analysis and relevant experience.",Certificate,5
610,Internship 610,Company 610,Bangalore,B.Tech,"Finance, Java, HTML, Python, ML",Finance,6,11767-33950,Hybrid,2025-12-17,Tech,"This internship requires skills in ML, Deep Learning, Marketing, Java and relevant experience.",Stipend,9
611,Internship 611,Company 611,Pune,M.Tech,"NLP, SQL, Java, Communication, Accounting",Technology,6,18549-43370,Online,2025-03-06,Finance,"This internship requires skills in Communication, HTML, JavaScript, Excel, Accounting and relevant experience.",Flexible Hours,4
612,Internship 612,Company 612,Pune,B.Com,"Finance, Python, Communication, SEO, SQL",AI,2,15923-35844,Offline,2025-06-22,Education,"This internship requires skills in AI, Excel, Project Management and relevant experience.",Networking,2
613,Internship 613,Company 613,Pune,B.Com,"Finance, Communication, C++, Project Management, Marketing",Education,2,13749-47769,Offline,2025-04-26,Marketing,"This internship requires skills in C++, Data Analysis, Accounting, Excel, UI/UX and relevant experience.",Flexible Hours,3
614,Internship 614,Company 614,Bangalore,BBA,"Accounting, Project Management",E-commerce,2,15565-33867,Online,2025-12-05,Healthcare,"This internship requires skills in CSS, NLP, JavaScript, Communication and relevant experience.",Stipend,5
615,Internship 615,Company 615,Pune,M.Tech,"SQL, HTML, C++, Communication",Design,2,5954-47037,Online,2025-11-14,Tech,"This internship requires skills in UI/UX, SQL and relevant experience.",Letter of Recommendation,9
616,Internship 616,Company 616,Mumbai,MBA,"C++, Communication",Healthcare,4,16511-26947,Online,2025-07-17,Education,"This internship requires skills in Communication, CSS, UI/UX, SEO, Java and relevant experience.",Certificate,3
617,Internship 617,Company 617,Delhi,MBA,"Excel, UI/UX, Python, JavaScript",Education,3,13888-39709,Hybrid,2025-03-13,AI,"This internship requires skills in Python, Project Management and relevant experience.",Flexible Hours,6
618,Internship 618,Company 618,Mumbai,PhD,"Communication, Marketing, UI/UX, NLP",Technology,1,12908-34715,Hybrid,2025-02-26,Education,"This internship requires skills in NLP, Project Management, Marketing, Data Analysis, AI and relevant experience.",Certificate,10
619,Internship 619,Company 619,Bangalore,B.Tech,"JavaScript, Finance",Healthcare,3,13418-43578,Offline,2025-11-13,Education,"This internship requires skills in HTML, Finance, ML, Project Management, Java and relevant experience.",Flexible Hours,2
620,Internship 620,Company 620,Hyderabad,M.Com,"C++, ML, Communication, Java",Education,4,15366-48070,Hybrid,2025-06-11,Marketing,"This internship requires skills in CSS, HTML, AI, Data Analysis, SQL and relevant experience.",Networking,4
621,Internship 621,Company 621,Bangalore,B.Tech,"Accounting, SQL, Python",Finance,6,9306-45501,Hybrid,2025-04-26,Education,"This internship requires skills in SEO, Marketing and relevant experience.",Certificate,7
622,Internship 622,Company 622,Mumbai,M.Tech,"HTML, Accounting",AI,6,8059-36492,Offline,2025-04-28,Education,"This internship requires skills in ML, SEO, NLP and relevant experience.",Networking,9
623,Internship 623,Company 623,Mumbai,B.Tech,"SQL, Communication",Finance,6,11873-21727,Online,2025-11-05,Tech,"This internship requires skills in Marketing, C++ and relevant experience.",Stipend,6
624,Internship 624,Company 624,Bangalore,MBA,"SEO, Marketing, Python, Finance, AI",Operations,2,9688-32675,Online,2025-12-20,Healthcare,"This internship requires skills in SQL, AI, CSS, Deep Learning and relevant experience.",Flexible Hours,1
625,Internship 625,Company 625,Bangalore,MBA,"UI/UX, Project Management",Research,6,9972-23162,Hybrid,2025-12-15,Marketing,"This internship requires skills in Marketing, Communication, SQL, Python, SEO and relevant experience.",Certificate,1
626,Internship 626,Company 626,Mumbai,M.Com,"CSS, SEO, Finance, Java, Deep Learning",Finance,2,6430-41342,Hybrid,2025-04-05,AI,"This internship requires skills in ML, SQL, HTML, AI and relevant experience.",Letter of Recommendation,2
627,Internship 627,Company 627,Bangalore,MBA,"HTML, C++, Communication",E-commerce,5,5024-35995,Online,2025-11-23,AI,"This internship requires skills in Python, NLP, Communication, Finance and relevant experience.",Stipend,9
628,Internship 628,Company 628,Chennai,MBA,"UI/UX, C++, JavaScript, Deep Learning",E-commerce,4,8233-33967,Online,2025-06-06,Tech,"This internship requires skills in Deep Learning, ML, AI, NLP and relevant experience.",Stipend,9
629,Internship 629,Company 629,Mumbai,M.Tech,"Excel, UI/UX",Design,2,17586-23872,Offline,2025-06-22,Education,"This internship requires skills in Finance, C++, Accounting, Marketing and relevant experience.",Networking,9
630,Internship 630,Company 630,Hyderabad,B.Tech,"C++, Accounting, SQL",Finance,1,10428-38342,Offline,2025-11-09,Education,"This internship requires skills in JavaScript, Excel and relevant experience.",Flexible Hours,1
631,Internship 631,Company 631,Hyderabad,PhD,"C++, SQL, Communication",Design,1,16841-39180,Offline,2025-09-01,AI,"This internship requires skills in Finance, Excel, SQL and relevant experience.",Flexible Hours,8
632,Internship 632,Company 632,Pune,M.Tech,"Excel, SQL, UI/UX, NLP",E-commerce,1,17136-38020,Hybrid,2025-06-01,Finance,"This internship requires skills in NLP, SQL, Python and relevant experience.",Certificate,8
633,Internship 633,Company 633,Kolkata,MBA,"C++, NLP, Excel, Finance, HTML",E-commerce,2,15995-45793,Online,2025-07-26,Tech,"This internship requires skills in Project Management, UI/UX, Accounting, NLP and relevant experience.",Stipend,9
634,Internship 634,Company 634,Pune,B.Com,"NLP, SEO, Python, Java",Marketing,6,5165-23789,Hybrid,2025-06-17,Finance,"This internship requires skills in Excel, Finance and relevant experience.",Flexible Hours,6
635,Internship 635,Company 635,Kolkata,B.Com,"Finance, Deep Learning, SQL, UI/UX",Technology,6,19774-27909,Online,2025-10-26,Marketing,"This internship requires skills in SQL, ML, C++ and relevant experience.",Networking,9
636,Internship 636,Company 636,Hyderabad,M.Tech,"Accounting, Excel, Marketing, Project Management",Design,1,6356-39538,Hybrid,2025-09-14,Tech,"This internship requires skills in CSS, UI/UX, Excel, HTML and relevant experience.",Networking,6
637,Internship 637,Company 637,Mumbai,M.Com,"SQL, Data Analysis",Education,2,6121-29535,Hybrid,2025-10-15,Education,"This internship requires skills in Project Management, NLP, Finance, Python and relevant experience.",Networking,2
638,Internship 638,Company 638,Chennai,MBA,"Project Management, SEO, SQL, Python, JavaScript",Design,3,7062-36143,Online,2025-02-06,Marketing,"This internship requires skills in Excel, JavaScript, SQL, HTML, Project Management and relevant experience.",Flexible Hours,8
639,Internship 639,Company 639,Kolkata,BBA,"Finance, SEO, Deep Learning, Communication",Technology,2,19998-36719,Hybrid,2025-10-22,Healthcare,"This internship requires skills in Finance, Java, Data Analysis, Python and relevant experience.",Certificate,5
640,Internship 640,Company 640,Pune,B.Com,"AI, Accounting, HTML",Design,1,6147-29152,Online,2025-06-12,Marketing,"This internship requires skills in Project Management, NLP, SEO and relevant experience.",Flexible Hours,10
641,Internship 641,Company 641,Bangalore,BBA,"HTML, Communication, Data Analysis, Java",Operations,4,5630-25690,Online,2025-01-09,Education,"This internship requires skills in CSS, Accounting and relevant experience.",Flexible Hours,5
642,Internship 642,Company 642,Pune,B.Com,"SEO, Finance, Deep Learning, Project Management, Python",AI,3,17719-27597,Offline,2025-03-24,Healthcare,"This internship requires skills in Project Management, SQL, Deep Learning, ML and relevant experience.",Networking,4
643,Internship 643,Company 643,Pune,BBA,"C++, NLP, Communication",Healthcare,2,16899-44187,Offline,2025-02-03,Finance,"This internship requires skills in Python, HTML, Finance, AI and relevant experience.",Networking,4
644,Internship 644,Company 644,Kolkata,B.Com,"ML, Finance, Deep Learning, NLP",Design,4,13431-31360,Hybrid,2025-05-26,Education,"This internship requires skills in JavaScript, Java, UI/UX, CSS, Deep Learning and relevant experience.",Flexible Hours,5
645,Internship 645,Company 645,Delhi,M.Com,"AI, HTML, UI/UX, Communication, SEO",Research,3,9116-42600,Online,2025-05-22,Healthcare,"This internship requires skills in ML, Data Analysis, AI, SEO, NLP and relevant experience.",Letter of Recommendation,1
646,Internship 646,Company 646,Pune,PhD,"UI/UX, SQL, NLP, SEO",Operations,4,6749-32322,Hybrid,2025-05-23,AI,"This internship requires skills in Finance, UI/UX and relevant experience.",Flexible Hours,9
647,Internship 647,Company 647,Mumbai,MBA,"ML, Finance, Deep Learning",Technology,1,17137-44944,Online,2025-08-23,Healthcare,"This internship requires skills in Accounting, ML, JavaScript, Marketing, HTML and relevant experience.",Flexible Hours,8
648,Internship 648,Company 648,Pune,BBA,"Data Analysis, AI, NLP",AI,2,8553-23200,Offline,2025-06-03,Tech,"This internship requires skills in NLP, Data Analysis and relevant experience.",Flexible Hours,6
649,Internship 649,Company 649,Bangalore,B.Com,"Marketing, SQL, Java, UI/UX, SEO",Design,3,8315-38047,Online,2025-07-09,Healthcare,"This internship requires skills in Communication, Finance, Excel, Java and relevant experience.",Networking,7
650,Internship 650,Company 650,Bangalore,PhD,"NLP, Excel, UI/UX, Deep Learning",Healthcare,1,5544-30612,Online,2025-03-10,Education,"This internship requires skills in Java, Python, Marketing, AI and relevant experience.",Certificate,5
651,Internship 651,Company 651,Mumbai,M.Tech,"Accounting, AI, ML, Python",Healthcare,6,15438-47050,Offline,2025-11-13,AI,"This internship requires skills in C++, SQL, Project Management, JavaScript, Accounting and relevant experience.",Flexible Hours,10
652,Internship 652,Company 652,Pune,PhD,"ML, HTML, Java",Education,3,19294-20503,Offline,2025-06-08,AI,"This internship requires skills in NLP, HTML, Finance and relevant experience.",Stipend,4
653,Internship 653,Company 653,Mumbai,M.Tech,"Finance, SQL, Communication, Deep Learning, NLP",Research,1,12350-21732,Online,2025-09-25,Marketing,"This internship requires skills in NLP, Marketing, CSS and relevant experience.",Networking,10
654,Internship 654,Company 654,Bangalore,PhD,"HTML, Python, Accounting, JavaScript, Communication",Education,5,16839-37169,Hybrid,2025-02-20,Education,"This internship requires skills in AI, Accounting, UI/UX and relevant experience.",Stipend,9
655,Internship 655,Company 655,Hyderabad,BBA,"HTML, Deep Learning",Marketing,5,8115-33835,Hybrid,2025-02-07,Tech,"This internship requires skills in Finance, JavaScript, CSS, Excel, ML and relevant experience.",Flexible Hours,4
656,Internship 656,Company 656,Bangalore,BBA,"ML, Communication, Accounting, Excel",Design,3,17635-43454,Hybrid,2025-10-16,Education,"This internship requires skills in C++, Excel, Deep Learning, SQL and relevant experience.",Flexible Hours,9
657,Internship 657,Company 657,Mumbai,M.Tech,"Accounting, CSS, SEO, Deep Learning",Healthcare,5,13087-26673,Offline,2025-08-22,Marketing,"This internship requires skills in Project Management, Deep Learning, Marketing, Accounting, Excel and relevant experience.",Letter of Recommendation,6
658,Internship 658,Company 658,Hyderabad,MBA,"Python, SEO",Marketing,6,14671-21120,Online,2025-10-17,Healthcare,"This internship requires skills in Java, Excel, JavaScript and relevant experience.",Networking,1
659,Internship 659,Company 659,Delhi,M.Tech,"SEO, Data Analysis, C++, Project Management, Python",AI,1,12660-48952,Offline,2025-07-02,Healthcare,"This internship requires skills in NLP, JavaScript, ML, Finance and relevant experience.",Certificate,6
